Choice,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
0,32342,2622,1061,64.641881773,21.4921308523,22.2502876588,0.5833695849,27.5128375473,271,184.297794118,7245.23161765,5996,906,192,15.0502080114,3.3308283763,0.8371689755,0.349326776,0.588345558,68,50.6470588235,1483.98529412
0,1445520,260,6737,52.1790895658,13.5647223441,3.4635613426,1.0621201723,2.7712700124,219,260.739726027,13653.173516,266407,1592,6734,660.897263062,297.090332679,28.2579999628,0.8396823434,20.7226649911,2376,66.3959899749,2706.10818713
0,3200,3256,146,0.290192078,0.1005033585,0.3621500682,0.1005033585,0.3621500682,1,0,11,541611,2140,10406,2418.36985923,981.459888729,13.9255848212,0.1005033585,32.9730239162,8550,59.1202267994,4861.41090025
0,655,562,33,1.1513632017,0.1005033585,0.573760547,0.1005033585,0.5690516379,2,10,602.5,2260661,233,12680,13580.6294376,1883.09001537,27.1828015928,13.098383319,18.3497218154,35645,16.8700174752,2092.42004383
1,99193,69,3950,71.8970682908,31.5701688974,0.3395221406,0.1005033585,0.3395221406,324,143.947852761,4795.83435583,23335,0,1706,0.5981501935,0.5981501935,0.1005033585,0.1005033585,0.1005033585,1,0,1068
1,21591,1179,228,90.4565058494,25.7982917525,5.7093286483,1.1111588222,5.1766200245,369,18.4429708223,1330.36604775,1010,1014,62,0.9576896234,0.1005033585,1.0470177354,0.3371319527,0.3371319527,4,154.75,1705
0,804394,1370,15143,6881.48299573,5013.64229512,22.683131263,2.3855379735,18.4209811988,23958,21.3249876868,1413.82539813,2745543,7828,22729,349.819625135,107.081021087,0.6040911504,0.1005033585,2.3922013421,1359,55.718228032,3705.91648511
1,102116,293,970,1729.45163398,763.659739323,30.8299766589,8.5683669217,93.3115713274,4067,12.3102694829,1636.37970381,224146,272,6190,56.7252801893,11.8540570388,0.1005033585,0.1005033585,5.7829787543,211,54.9252336449,7211.6635514
0,67736,30523,1948,48.7654171991,14.0291133209,12.2462332026,0.1005033585,9.0001037092,190,153.703125,4391.67708333,298668,551,6209,493.256379358,206.660552171,4.115212281,0.8545391021,3.0754628095,2021,75.9700980392,3865.44656863
1,206818,15196,2513,15.2101079964,4.3146589875,0.1005033585,0.1005033585,0.1005033585,69,321.188405797,17454.115942,177796,0,6870,9.1483841077,5.3226945927,0.1005033585,0.1005033585,0.1005033585,42,66.619047619,1681.23809524
0,655,623,29,1.7152864985,0.3595336011,0.1005033585,0.1005033585,0.1005033585,8,105.375,2014,1034,934,67,2.0559444672,0.4367777811,1.1445527527,0.3595336011,1.3984282935,8,290.333333333,4535.33333333
1,78083,679,3680,165.594483553,89.1431564125,5.1862668448,2.4168313702,7.1793637855,682,82.9869565217,3777.76666667,285735,276251,3417,19.3275815086,7.2920155807,0.1005033585,0.1005033585,0.1005033585,60,44.8064516129,4144.25806452
1,864557,7352,19561,5744.73281891,5311.50720366,14.2957902199,0.3518401439,14.7637491918,3641,65.8732620321,3279.47967914,1433,249,113,0.3395221406,0.1005033585,0.3595336011,0.1005033585,0.8672846826,1,0,0
0,489,473,16,2.215723419,0.5381217651,0.1005033585,0.1005033585,0.3621500682,10,91.9,2778.9,196692,2339,4626,710.749099844,310.219722086,9.7350973046,5.0926758166,17.02822609,2689,39.5568971826,2039.9582876
0,804394,1370,15143,6881.48299573,5013.64229512,22.683131263,2.3855379735,18.4209811988,23958,21.3249876868,1413.82539813,125512,13701,10873,267.703832628,94.3880680445,10.9862864413,1.3602046494,11.1684045527,1063,229.764159703,6728.43082637
1,71597,44262,1437,10.4035634589,3.3653546397,0.5912056069,0.1005033585,5.0745674068,47,72.1063829787,2146.89361702,182598,1402,3831,145.844909693,74.002957632,23.5491892963,0.1005033585,15.9532425551,567,276.496515679,8038.06620209
0,25360,20872,461,1.4825932255,0.716815998,1.083654212,1.083654212,2.5327443818,7,228.571428571,9940.71428571,45589,862,2641,148.854279232,36.998883856,27.8817679309,3.3334918042,23.8612817152,551,127.404293381,2833.84794275
0,3525,3115,131,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0,0,0,356712,2070,2804,24.8239103521,4.4681260342,2.144406357,0.6057667162,1.6270389073,92,258.255319149,8133
1,236123,858,2794,77.1935733839,23.9710764579,12.5416012889,2.5507250684,12.6070724246,307,159.200647249,5131.31067961,592,193,41,0.5594867099,0.3081499246,1.1058504999,0.3518401439,0.3518401439,2,27.5,528.5
0,20542,635,142,10.99055651,1.4546567443,1.0957970285,0.5981501935,2.0777180339,40,35.4523809524,2758.52380952,4491415,756,29876,4499.99625119,2206.57189762,26.9669247433,12.6282827226,29.0698219532,16646,22.7477263271,2206.42073352
1,32342,2622,1061,64.641881773,21.4921308523,22.2502876588,0.5833695849,27.5128375473,271,184.297794118,7245.23161765,224146,272,6190,56.7252801893,11.8540570388,0.1005033585,0.1005033585,5.7829787543,211,54.9252336449,7211.6635514
1,120772,468,6248,660.384085815,145.539331294,5.02997589,2.3138901451,6.3051161185,2302,60.5965884861,2013.16460554,11147,1500,474,40.5925124122,5.9230088067,19.6480644548,1.8617652072,12.2610292136,128,107.431818182,2481.13636364
0,5996,906,192,15.0502080114,3.3308283763,0.8371689755,0.349326776,0.588345558,68,50.6470588235,1483.98529412,864557,7352,19561,5744.73281891,5311.50720366,14.2957902199,0.3518401439,14.7637491918,3641,65.8732620321,3279.47967914
0,154830,10613,2910,138.757742448,50.1686980014,3.5578317996,0.3419364717,3.8138500098,542,126.071823204,6302.39779006,9450,1511,470,28.3421055161,5.880138366,7.4443449145,1.1016899551,6.0830651,113,100.088495575,1885.67256637
0,725,645,44,4.1082987108,0.7096930615,1.5689093819,0.8347063702,1.8326649768,15,128.8,2381.46666667,131920,364,6974,651.765133792,170.153144385,4.801919843,0.3419364717,7.0540441627,2335,59.5890063425,1840.8744186
1,491,90,17,1.0047964751,0.34437519,0.1005033585,0.1005033585,0.3371319527,4,25.5,502.5,1199,161,136,2.3560366012,1.5996499139,0.1005033585,0.1005033585,0.1005033585,11,89.5454545455,930.272727273
0,127,36,2,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.34437519,0,0,0,4363,221,165,7.3623019486,0.1005033585,4.0311423654,0.8607551071,2.5637208177,21,109.695652174,5559.86956522
1,739581,10723,1279,102.026750104,96.7713185484,1.537321816,1.0543580385,3.467753982,432,11.1916859122,966.193995381,1720,540,151,5.1618482861,1.181624988,2.3241124532,0.6088956694,3.8136608268,14,94.5,1823.42857143
0,867,413,52,10.9063491932,2.3590240688,3.9751770642,1.1244179198,2.6359471571,32,66.9117647059,1119.44117647,44034,2974,3456,223.914525839,85.6051762716,23.6886708148,9.2602446797,21.0503096777,871,332.823329558,9018.23556059
0,750,997,29,2.2924645126,0.312365991,5.135357861,2.0324587395,4.4231557936,11,192.363636364,3855.72727273,871652,140,13838,133.213344879,56.0277473134,2.6225502905,1.1211602233,2.6225502905,562,135.158450704,5187.5
0,7157,73,82,8.6914320942,2.6421320083,0.3468385418,0.1005033585,2.5939236841,31,29.4838709677,4767.29032258,265258,209,551,631.915946309,457.648549848,5.4609854877,0.1005033585,7.4981264982,2603,3.8263138278,506.692135669
1,405315,128127,6688,131.597627554,23.4538713842,7.3816125036,0.1005033585,7.4064162329,568,231.589160839,9587.66958042,4189,2094,187,6.6973655357,1.4256784241,4.4836072397,1.3329545746,3.7735534148,29,79.2068965517,2846.79310345
0,267,352,8,0.3019826139,0.1005033585,0.3347656668,0.1005033585,0.566685352,1,92,1299,102116,293,970,1729.45163398,763.659739323,30.8299766589,8.5683669217,93.3115713274,4067,12.3102694829,1636.37970381
0,4363,221,165,7.3623019486,0.1005033585,4.0311423654,0.8607551071,2.5637208177,21,109.695652174,5559.86956522,1433,249,113,0.3395221406,0.1005033585,0.3595336011,0.1005033585,0.8672846826,1,0,0
1,3106,3232,47,4.12499755,2.5711128009,0.1005033585,0.1005033585,1.1090679786,17,5,531.944444444,254,534,1,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445,12,6.75,573.916666667
0,392738,9364,3354,258.523923974,124.471540448,7.4713396256,0.5959620807,10.999133619,973,41.0162107396,3042.89260385,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.1005033585,12.6428812457,890,294.170731707,8733.9767184
1,20288,1568,655,34.2837900328,21.3172019582,1.3479674658,0.6007140826,1.3659218883,157,85.5786163522,1928.50314465,3893,1059,168,3.2604733081,1.051286304,1.1008237642,0.1005033585,1.1008237642,15,95.8,2188.73333333
0,10693,935,12,0.6344217539,0.3674625562,0.3674625562,0.1005033585,0.3674625562,2,50.5,3452.5,739581,10723,1279,102.026750104,96.7713185484,1.537321816,1.0543580385,3.467753982,432,11.1916859122,966.193995381
1,1043,81,40,2.7182813378,0.9324577381,0.1005033585,0.1005033585,0.1005033585,10,21.5,1412.3,25195,1443,15,1.6611637358,0.1005033585,0.3543788993,0.3543788993,5.0628163375,4,6,6531
0,489,473,16,2.215723419,0.5381217651,0.1005033585,0.1005033585,0.3621500682,10,91.9,2778.9,5342840,33401,19715,173636.23895,52349.6742074,11.408839373,1.652900203,13.4852657683,213718,5.3482026431,1230.51278079
1,6119,382,417,8.4859176989,3.2850584778,0.5859553702,0.1005033585,0.5859553702,32,145.65625,2851.40625,2745543,7828,22729,349.819625135,107.081021087,0.6040911504,0.1005033585,2.3922013421,1359,55.718228032,3705.91648511
1,119001,119704,2266,63.6032615837,17.010681516,11.2328519009,0.1005033585,6.6288967245,206,167.913043478,6161.9178744,3525,3115,131,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0,0,0
1,182598,1402,3831,145.844909693,74.002957632,23.5491892963,0.1005033585,15.9532425551,567,276.496515679,8038.06620209,541611,2140,10406,2418.36985923,981.459888729,13.9255848212,0.1005033585,32.9730239162,8550,59.1202267994,4861.41090025
0,5151,2195,213,23.0043971135,13.5295027322,4.8493923758,2.5882985948,4.3711974081,95,96.587628866,2232.69072165,117913,1299,9950,189.755229794,67.3102230393,11.2948306946,2.5672691674,10.9337661034,791,185.542032622,5535.93977415
0,9679,322,213,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585,42,26.7619047619,1770,1209835,3,12226,86.8200838396,18.4581095795,0.1005033585,0.1005033585,0.1005033585,390,36.5255102041,2729.60969388
1,146298,49266,9392,146.311226579,84.4510189798,1.3083555275,0.1005033585,4.0358259366,600,54.802306425,1953.62602965,254,534,1,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445,12,6.75,573.916666667
0,18365,498,511,2.8161915221,1.0090087066,0.1005033585,0.1005033585,0.1005033585,13,37.9230769231,1415.15384615,286,52,9,12.9764967393,1.2173532016,5.9580766227,1.1047566421,6.7231787099,19,36.55,7214.2
1,12395,13846,70,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0,0,0,1288,683,89,7.3395503718,0.4978589538,4.7917070535,0.3543788993,3.5876273951,28,56.9285714286,2029.25
0,508213,554,16338,3619.31076978,878.310233803,7.8286757017,2.2675742595,23.6213238573,12453,47.6179080824,2314.93335975,3302480,550744,20006,936.636126376,206.101772388,41.3171893605,0.5959620807,42.8137044787,3691,69.1508724832,3456.09610738
0,117913,1299,9950,189.755229794,67.3102230393,11.2948306946,2.5672691674,10.9337661034,791,185.542032622,5535.93977415,5342840,33401,19715,173636.23895,52349.6742074,11.408839373,1.652900203,13.4852657683,213718,5.3482026431,1230.51278079
1,628,921,6,3.9438483395,0.6185900083,4.769929665,0.8701361269,2.95323722,8,210.625,14027.5,38,0,0,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.3468385418,0,0,0
1,242529,7561,3702,242.63363551,106.676389127,7.1983304393,2.0405110851,10.073921354,894,63.0989988877,8653.06562848,127,106,4,1.0937724431,0.1005033585,0.3674625562,0.1005033585,0.6239024964,5,105.4,1190
1,236123,858,2794,77.1935733839,23.9710764579,12.5416012889,2.5507250684,12.6070724246,307,159.200647249,5131.31067961,1294,431,44,0.5552041679,0.1005033585,0.1005033585,0.1005033585,0.5959620807,2,836,11447.5
1,9542820,2069,17897,4336.3582863,668.570800935,7.3769959697,1.8383807208,3.1136251344,12252,16.3851384167,3413.41185041,3525,3115,131,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0,0,0
1,254,534,1,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445,12,6.75,573.916666667,1010,1014,62,0.9576896234,0.1005033585,1.0470177354,0.3371319527,0.3371319527,4,154.75,1705
0,209,454,7,0.6134091419,0.3543788993,0.1005033585,0.1005033585,0.1005033585,2,0.5,9,655,562,33,1.1513632017,0.1005033585,0.573760547,0.1005033585,0.5690516379,2,10,602.5
1,71597,44262,1437,10.4035634589,3.3653546397,0.5912056069,0.1005033585,5.0745674068,47,72.1063829787,2146.89361702,16978,6715,451,0.3324230437,0.1005033585,0.1005033585,0.1005033585,3.3429985107,1,130,2874
1,60,146,0,0.3569432987,0.1005033585,0.3395221406,0.1005033585,1.1192293354,1,172,4592,127,36,2,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.34437519,0,0,0
0,314,398,11,2.9117562808,0.5034618693,1.5463472457,0.3324230437,1.3338446607,9,16.1111111111,495.777777778,132100,56571,1780,388.210787203,13.7901207488,25.9219139652,0.3419364717,17.5938470236,804,271.116707617,12786.2518428
0,1912232,33395,14891,38159.5386095,131.9544457,2.1732414024,0.6237967779,4.1431152428,21964,19.2453627508,1027.42097771,158467,154157,1590,299.60787906,80.1902863889,0.1005033585,0.1005033585,0.1005033585,791,122.252801993,11514.8119552
0,146298,49266,9392,146.311226579,84.4510189798,1.3083555275,0.1005033585,4.0358259366,600,54.802306425,1953.62602965,285735,276251,3417,19.3275815086,7.2920155807,0.1005033585,0.1005033585,0.1005033585,60,44.8064516129,4144.25806452
1,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.1005033585,12.6428812457,890,294.170731707,8733.9767184,1641075,695,14343,5237.29104892,1080.58372601,17.6361116683,3.3928299607,6.6222058641,15102,9.5836020267,1249.68052905
0,628,921,6,3.9438483395,0.6185900083,4.769929665,0.8701361269,2.95323722,8,210.625,14027.5,131920,364,6974,651.765133792,170.153144385,4.801919843,0.3419364717,7.0540441627,2335,59.5890063425,1840.8744186
1,513424,6,10043,755.632593095,364.713137315,4.7653348874,0.5861024521,6.5920671904,3166,22.8915963761,1386.83036551,20,7,2,7.6908237318,0.2773056408,1.3315079797,0.1005033585,2.8306268013,6,2,96.1666666667
0,356712,2070,2804,24.8239103521,4.4681260342,2.144406357,0.6057667162,1.6270389073,92,258.255319149,8133,1404323,563,20057,967.720641729,579.431127684,4.4737984918,0.8056802321,6.2418059403,4027,57.6438389197,3201.29370629
0,224146,272,6190,56.7252801893,11.8540570388,0.1005033585,0.1005033585,5.7829787543,211,54.9252336449,7211.6635514,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.1005033585,12.6428812457,890,294.170731707,8733.9767184
0,804394,1370,15143,6881.48299573,5013.64229512,22.683131263,2.3855379735,18.4209811988,23958,21.3249876868,1413.82539813,6232,551,221,5.079484188,1.0535049897,2.0897937521,0.8374392375,1.3477547184,16,23.1764705882,755.117647059
1,48711,22845,932,61.9248042388,18.5789010899,0.1005033585,0.1005033585,0.1005033585,229,80.3433476395,4431.68240343,725,645,44,4.1082987108,0.7096930615,1.5689093819,0.8347063702,1.8326649768,15,128.8,2381.46666667
0,6984,751,296,8.0098026951,3.1203610904,0.5882470215,0.34437519,0.5957119753,30,199.393939394,6553.18181818,13957,8405,222,7.3392413994,0.3301038469,6.2270283363,1.0841275749,3.549711748,21,190.476190476,4674.66666667
1,5317,630,220,41.742009696,21.8015346333,2.8862923694,0.1005033585,4.9189864472,150,153.315789474,7271.51973684,12932,1277,1079,5.3782262933,1.2277998541,0.1005033585,0.1005033585,0.1005033585,21,109.826086957,1480.69565217
1,154830,10613,2910,138.757742448,50.1686980014,3.5578317996,0.3419364717,3.8138500098,542,126.071823204,6302.39779006,2403,1,75,40.2365533557,31.4587083471,51.6200048428,0.1005033585,42.6304263082,147,10.0272108844,1486.30612245
0,655,562,33,1.1513632017,0.1005033585,0.573760547,0.1005033585,0.5690516379,2,10,602.5,1433,249,113,0.3395221406,0.1005033585,0.3595336011,0.1005033585,0.8672846826,1,0,0
1,708,631,26,18.7767030699,5.9996805926,7.7479194756,4.967946648,10.6918784986,52,33.2075471698,876.433962264,1043,81,40,2.7182813378,0.9324577381,0.1005033585,0.1005033585,0.1005033585,10,21.5,1412.3
1,102116,293,970,1729.45163398,763.659739323,30.8299766589,8.5683669217,93.3115713274,4067,12.3102694829,1636.37970381,3166413,276,603,1253.34542879,980.12092647,12.9634252305,2.3800180776,100.537796661,4801,7.9061738424,1694.6988221
1,220242,357,1062,452.547280711,140.0075344,13.439022061,3.0436932644,13.6479820066,1796,13.6619178082,1375.80767123,1010,1014,62,0.9576896234,0.1005033585,1.0470177354,0.3371319527,0.3371319527,4,154.75,1705
0,1570,1473,116,3.2496930698,1.2116150734,1.1630276613,0.3674625562,1.4194676015,12,42.4166666667,520,1310,69,75,1.4300598677,1.2050284291,0.573760547,0.3371319527,0.8176323784,6,17.8333333333,403.833333333
1,263614,759,8805,110.410259905,26.5571232737,1.623833794,0.1005033585,1.1186214679,454,96.0435729847,2606.67973856,627,1993,3,2.2231788702,0.327807842,7.0498586564,1.2959367628,4.05226713,9,14.5555555556,338.777777778
1,1525260,747,41582,3316.25953264,1401.93976746,8.2571359615,6.5583557312,22.4431911187,12203,57.9573283859,2352.64733403,638283,150,1492,20677.8834456,5606.96445094,1.3260869988,0.1005033585,33.6829020514,56196,0.9475754064,480.542013413
1,173872,2804,16328,346.547498255,85.7971306975,6.8129738838,1.3379152261,7.5746866876,1323,268.13298272,9307.21487603,7147,737,112,2.3329897267,0.7145563401,0.8621299808,0.1005033585,1.3575887029,11,13.2727272727,520.181818182
1,2273871,4524,11946,6782.40533805,2944.52424508,12.9557232877,2.7918609767,66.2062083002,21678,6.8593643121,1113.2020156,1352348,331,15647,19129.8486618,14552.7339915,2.0654180329,0.5809552537,16.2815024995,52580,3.0924476968,597.563636364
1,392738,9364,3354,258.523923974,124.471540448,7.4713396256,0.5959620807,10.999133619,973,41.0162107396,3042.89260385,1043,974,31,0.1005033585,0.1005033585,1.1342695243,0.1005033585,1.6373493471,0,0,0
0,272,733,5,1.5667381983,0.3468385418,1.5743987793,0.3371319527,1.0523081085,6,28.5,554.5,1634478,12567,38425,12725.7097184,4935.33541518,21.7598593263,7.2621863829,16.691417768,23939,24.4788244035,2299.08829357
0,1354,375,22,12.8553419711,6.2141995443,3.2266005052,1.5378835392,3.2514564759,35,43.3142857143,1991.17142857,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.1005033585,12.6428812457,890,294.170731707,8733.9767184
1,41367,71,717,32.5496527385,16.5278458647,4.5907304623,1.5873651839,10.8323755103,122,14.9918699187,2044.91056911,185616,1001,15117,266.013873916,54.3452304246,13.1119037493,0.3347656668,13.6651725665,928,172.986228814,5321.64618644
1,49379,5748,1676,131.700521277,20.5625007071,7.2872047486,1.5819749842,6.0545440492,534,142.759259259,5577.79259259,2197,1698,100,14.3097549406,0.2686405698,0.1005033585,0.1005033585,0.1005033585,55,129.090909091,2611
1,34463,29808,1689,15.4304976173,3.9840288049,8.2043311985,0.3324230437,6.9888149568,66,75.5303030303,1916.89393939,565,613,34,11.7772063978,1.0504861156,5.6445620907,1.8665054083,5.8654450925,34,76.5,2505.85294118
1,1294,431,44,0.5552041679,0.1005033585,0.1005033585,0.1005033585,0.5959620807,2,836,11447.5,335,469,16,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0,0,0
1,242529,7561,3702,242.63363551,106.676389127,7.1983304393,2.0405110851,10.073921354,894,63.0989988877,8653.06562848,127,36,2,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.34437519,0,0,0
1,65264,956,2672,226.763549906,72.1454053207,3.7816645324,2.0479372422,3.0637191965,887,68.7081930415,1766.30751964,1607541,93,9876,389.533119657,217.628442156,0.3595336011,0.1005033585,0.8497901318,1706,9.9790331974,774.39895166
0,138235,780,1415,267.436511255,128.707882764,32.381551153,3.495342668,26.6084698024,852,27.4785631518,4345.21668598,5922518,483,7594,65758.403536,32054.0555967,1.6124101103,0.1005033585,2.6316067544,187674,6.0156938527,1199.63681206
0,220242,357,1062,452.547280711,140.0075344,13.439022061,3.0436932644,13.6479820066,1796,13.6619178082,1375.80767123,3893,1059,168,3.2604733081,1.051286304,1.1008237642,0.1005033585,1.1008237642,15,95.8,2188.73333333
0,146298,49266,9392,146.311226579,84.4510189798,1.3083555275,0.1005033585,4.0358259366,600,54.802306425,1953.62602965,45589,862,2641,148.854279232,36.998883856,27.8817679309,3.3334918042,23.8612817152,551,127.404293381,2833.84794275
1,1043,81,40,2.7182813378,0.9324577381,0.1005033585,0.1005033585,0.1005033585,10,21.5,1412.3,223,168,9,0.349326776,0.349326776,0.1005033585,0.1005033585,0.1005033585,1,77,3047
0,1834007,773,30622,1674.26690878,388.426427249,29.3318518028,7.3082934458,17.6597096249,6261,53.22601447,2662.89477823,4321482,259,32741,7068.5940808,3773.24875881,2.1019940226,0.3395221406,10.2165316735,25313,11.3032806138,1404.1953492
1,268170,2087,7870,48.0737198205,6.3838985185,0.3569432987,0.3569432987,0.3569432987,207,29.9146919431,915.327014218,6119,382,417,8.4859176989,3.2850584778,0.5859553702,0.1005033585,0.5859553702,32,145.65625,2851.40625
0,9809,1497,634,9.4917068655,2.5562616687,3.0411324773,0.8275355653,3.0193971412,39,113.975,2737.025,4405,218,253,1.369935647,0.1005033585,0.1005033585,0.1005033585,0.1005033585,5,70.6,1448.8
0,267,352,8,0.3019826139,0.1005033585,0.3347656668,0.1005033585,0.566685352,1,92,1299,3914,1439,165,2.4042122036,1.1619460297,0.1005033585,0.1005033585,0.1005033585,9,18.7777777778,899
1,470926,322,7095,1005.88841255,440.824681207,6.1969294162,2.8976662377,17.971280338,3999,39.0667986145,2468.15141019,1205166,3329,378,55.7950098681,24.7160051856,1.5577792481,0.3347656668,2.5115363769,177,55.4833333333,62386.9166667
0,690097,67745,11680,835.086557594,126.646585712,20.5078470658,0.1005033585,20.5078470658,3434,41.6813598387,3031.49668683,7360339,95,43590,12473.150064,9597.00107289,5.3239472928,1.3536235268,8.2662387278,46906,7.320319919,838.486589149
1,263614,759,8805,110.410259905,26.5571232737,1.623833794,0.1005033585,1.1186214679,454,96.0435729847,2606.67973856,117913,1299,9950,189.755229794,67.3102230393,11.2948306946,2.5672691674,10.9337661034,791,185.542032622,5535.93977415
1,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.1005033585,12.6428812457,890,294.170731707,8733.9767184,126738,779,4115,171.819555176,37.2942852658,4.411322664,1.5302224925,4.2028825849,690,126.044159544,3627.96866097
0,298668,551,6209,493.256379358,206.660552171,4.115212281,0.8545391021,3.0754628095,2021,75.9700980392,3865.44656863,17842623,46964,90405,16377.1728978,5728.95895108,0.3621500682,0.1005033585,1.6082480584,61013,10.5740387849,1376.61833235
1,1097135,830,10591,73.1656773765,19.8983664028,0.1005033585,0.1005033585,0.3518401439,288,13.7098976109,762.614334471,8120,710,959,7.3686429024,2.088374797,1.5987978599,0.5958120124,1.3328494442,29,205.533333333,4302.46666667
0,4189,2094,187,6.6973655357,1.4256784241,4.4836072397,1.3329545746,3.7735534148,29,79.2068965517,2846.79310345,53678,1751,496,191.438869699,62.7249449229,0.1005033585,0.1005033585,0.1005033585,599,15.1765676568,3087.46369637
1,7360339,95,43590,12473.150064,9597.00107289,5.3239472928,1.3536235268,8.2662387278,46906,7.320319919,838.486589149,6119,382,417,8.4859176989,3.2850584778,0.5859553702,0.1005033585,0.5859553702,32,145.65625,2851.40625
1,7360339,95,43590,12473.150064,9597.00107289,5.3239472928,1.3536235268,8.2662387278,46906,7.320319919,838.486589149,120772,468,6248,660.384085815,145.539331294,5.02997589,2.3138901451,6.3051161185,2302,60.5965884861,2013.16460554
1,405315,128127,6688,131.597627554,23.4538713842,7.3816125036,0.1005033585,7.4064162329,568,231.589160839,9587.66958042,9679,322,213,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585,42,26.7619047619,1770
0,130878,5409,378,14.4416640637,5.6737539819,0.8752136377,0.1005033585,26.1918930322,51,18.9019607843,4006.68627451,9679,322,213,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585,42,26.7619047619,1770
1,598,600,11,12.5329763908,0.1005033585,3.0695841148,0.1005033585,2.7647620837,30,53.6363636364,1453.63636364,15002,1945,670,98.5074168407,20.957708926,25.6464141098,0.8395089085,23.3514624082,350,83.4039548023,3133.56214689
0,47006,7814,3646,80.4245750861,23.2592549278,4.502351131,0.1005033585,5.5274982657,312,199.39556962,4093.15822785,1445520,260,6737,52.1790895658,13.5647223441,3.4635613426,1.0621201723,2.7712700124,219,260.739726027,13653.173516
1,488553,38857,6666,44.9295850425,5.1435657728,2.299665752,0.5714418257,2.2972755642,170,396.432748538,14225.1754386,49326,42259,1446,0.4523399003,0.275537618,0.1005033585,0.1005033585,0.1005033585,2,43,1651.5
1,125512,13701,10873,267.703832628,94.3880680445,10.9862864413,1.3602046494,11.1684045527,1063,229.764159703,6728.43082637,236123,858,2794,77.1935733839,23.9710764579,12.5416012889,2.5507250684,12.6070724246,307,159.200647249,5131.31067961
1,125512,13701,10873,267.703832628,94.3880680445,10.9862864413,1.3602046494,11.1684045527,1063,229.764159703,6728.43082637,2745543,7828,22729,349.819625135,107.081021087,0.6040911504,0.1005033585,2.3922013421,1359,55.718228032,3705.91648511
0,1294,431,44,0.5552041679,0.1005033585,0.1005033585,0.1005033585,0.5959620807,2,836,11447.5,322682,37601,22232,176.533715916,42.3302213798,6.8492272287,1.3450733981,4.3598654483,696,234.338068182,7168.46448864
1,1044,36,48,14.6389676173,1.7097232693,5.524148831,0.1005033585,5.3043181038,47,72.4791666667,1256.625,462,1246,6,0.921567331,0.2882951908,0.3569432987,0.1005033585,0.6108188394,4,27.25,562.5
0,254,534,1,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445,12,6.75,573.916666667,78083,679,3680,165.594483553,89.1431564125,5.1862668448,2.4168313702,7.1793637855,682,82.9869565217,3777.76666667
0,794,892,32,1.336914175,0.3621500682,1.0592125586,0.3371319527,0.8225839644,4,0,68.5,45589,862,2641,148.854279232,36.998883856,27.8817679309,3.3334918042,23.8612817152,551,127.404293381,2833.84794275
0,14003896,698,79042,709.844692943,206.025753435,0.5981501935,0.1005033585,0.349326776,2737,59.7910554562,6894.4118068,2261838,1335,20153,1659.25678124,381.094251948,0.8354072566,0.3621500682,1.8742234523,6744,46.9514892362,3368.92863462
0,1271,1503,59,0.2979731768,0.2979731768,0.1005033585,0.1005033585,0.1005033585,1,0,12,867,413,52,10.9063491932,2.3590240688,3.9751770642,1.1244179198,2.6359471571,32,66.9117647059,1119.44117647
1,1525260,747,41582,3316.25953264,1401.93976746,8.2571359615,6.5583557312,22.4431911187,12203,57.9573283859,2352.64733403,154830,10613,2910,138.757742448,50.1686980014,3.5578317996,0.3419364717,3.8138500098,542,126.071823204,6302.39779006
1,36543194,123336,549144,1145218.98788,435825.874241,9.5157679307,3.5490021002,8.0129771732,920838,8.4255330954,1074.46190789,6085071,67,30758,10357.2451628,5215.95304747,0.1005033585,0.1005033585,0.1005033585,32871,10.018526278,930.152699629
